,name,link,employer,salary_min,salary_max,salary_currency
1893,Python разработчик,https://hh.ru/vacancy/41095804?query=Python, ВАВТ МИНЭКОНОМРАЗВИТИЯ РОССИИ,100000.0,160000.0,руб.
1894,Senior Python developer,https://hh.ru/vacancy/41263186?query=Python, Rutube,200000.0,,руб.
1895,Ведущий специалист по Machine learning,https://hh.ru/vacancy/42202946?query=Python, Адалиск,250000.0,,руб.
1896,Data Engineer (Python),https://hh.ru/vacancy/42432726?query=Python," Prisma Labs, inc.",,,
1897,Разработчик (Python),https://hh.ru/vacancy/40551245?query=Python, Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации,100000.0,160000.0,руб.
1898,Python Программист разработчик,https://hh.ru/vacancy/42676588?query=Python,ООО РНД поинт,,,
1899,Teamlead Backend (Python),https://hh.ru/vacancy/40840868?query=Python,ООО Фабрика Решений,120000.0,300000.0,руб.
1900,Quantitative developer (HFT developer),https://hh.ru/vacancy/43005025?query=Python, Cindicator,,400000.0,руб.
1901,DevOps Engineer,https://hh.ru/vacancy/42301915?query=Python, ZAVOD Games,170000.0,250000.0,руб.
1902,Senior Backend-разработчик (Python),https://hh.ru/vacancy/41649102?query=Python, Hoodies,200000.0,320000.0,руб.
1903,Python разработчик,https://hh.ru/vacancy/42855358?query=Python, Digital Hub,90000.0,110000.0,руб.
1904,Python разработчик,https://hh.ru/vacancy/42766512?query=Python, Филиал компании Лист Ренталс Лимитед,1500.0,4000.0,USD
1905,Python-разработчик,https://hh.ru/vacancy/43002250?query=Python, IVIDEON,170000.0,230000.0,руб.
1906,"Python-разработчик (Django, DRF)",https://hh.ru/vacancy/39736489?query=Python,ООО Фабрика Решений,60000.0,150000.0,руб.
1907,Python / C++ разработчик,https://hh.ru/vacancy/42783010?query=Python, Wunder Fund,150000.0,200000.0,руб.
1908,Программист-математик/Алгоритмист (США),https://hh.ru/vacancy/42251823?query=Python,ООО Parascript,,7000.0,USD
1909,Python/Django разработчик,https://hh.ru/vacancy/42799332?query=Python, idaproject,70000.0,,руб.
1910,Аналитик данных со знанием Python,https://hh.ru/vacancy/43004074?query=Python,Разработчик решений по обработке данных,100000.0,150000.0,руб.
1911,Программист Python,https://hh.ru/vacancy/42844642?query=Python,ООО Артистраж,60000.0,200000.0,руб.
1912,Разработчик Python,https://hh.ru/vacancy/42564873?query=Python, GRAFFIT,,50000.0,руб.
1913,Python Backend Developer,https://hh.ru/vacancy/42965532?query=Python, Кан Александр Сергеевич,40000.0,50000.0,руб.
1914,Data Scientist (компьютерное зрение),https://hh.ru/vacancy/42813933?query=Python,ООО Дип Системс,70000.0,400000.0,руб.
1915,Python разработчик,https://hh.ru/vacancy/42844788?query=Python, Университет искусственного интеллекта,70000.0,80000.0,руб.
1916,Quantitative researcher,https://hh.ru/vacancy/42932744?query=Python, Wunder Fund,350000.0,,руб.
1917,Backend-разработчик Python,https://hh.ru/vacancy/42588879?query=Python,ООО Мирамедикс,170000.0,230000.0,руб.
1918,Python Backend разработчик,https://hh.ru/vacancy/42555938?query=Python,ООО Декаст Инжиниринг,150000.0,250000.0,руб.
1919,Data Engineer,https://hh.ru/vacancy/41469811?query=Python,ООО Айти-Солюшнс,250000.0,,руб.
1920,Middle разработчик Python / Django (удалённо),https://hh.ru/vacancy/42822407?query=Python,ООО Диджитал Пайн,60000.0,120000.0,руб.
1921,Аналитик / Data Analyst (Product Analyst),https://hh.ru/vacancy/42814545?query=Python,ООО Далитикс,100000.0,,руб.
1922,Python-разработчик,https://hh.ru/vacancy/42277259?query=Python, ivi,160000.0,200000.0,руб.
1923,Разработчик Python,https://hh.ru/vacancy/41784502?query=Python,ООО Доверенная среда,180000.0,,руб.
1924,Python QA Engineer Intern,https://hh.ru/vacancy/42674523?query=Python, ViCue Soft,,,
1925,Бекенд Python-разработчик (Django),https://hh.ru/vacancy/42802585?query=Python,ООО Диджитал Линк,,,
1926,Python developer,https://hh.ru/vacancy/30005963?query=Python, NetworkOptix,4000.0,,USD
1927,Python-разработчик (Senior),https://hh.ru/vacancy/42602096?query=Python, Russian Quantum Center,150000.0,250000.0,руб.
1928,Back-end разработчик Python,https://hh.ru/vacancy/42706234?query=Python, Insilico Medicine,160000.0,190000.0,руб.
1929,Программист Python,https://hh.ru/vacancy/42226188?query=Python,ООО ФК ПУЛЬС,140000.0,180000.0,руб.
1930,Ведущий аналитик данных/Data Analyst,https://hh.ru/vacancy/42957933?query=Python, Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,180000.0,220000.0,руб.
1931,Data Scientist,https://hh.ru/vacancy/42713907?query=Python, COMPAREX,150000.0,250000.0,руб.
1932,Backend python/Django разработчик,https://hh.ru/vacancy/42598849?query=Python,ООО БОЛЬШАЯ ТРОЙКА,120000.0,200000.0,руб.
1933,Разработчик Python (middle Python developer),https://hh.ru/vacancy/42419682?query=Python,АО НПО АНГСТРЕМ,120000.0,150000.0,руб.
1934,Младший компьютерный лингвист (Python),https://hh.ru/vacancy/42209146?query=Python, Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации,120000.0,,руб.
1935,Data Scientist / Quantitative Researcher,https://hh.ru/vacancy/39912622?query=Python,ООО Знаменка Капитал,250000.0,,руб.
1936,Программист Python/JavaScript секретарь,https://hh.ru/vacancy/42411532?query=Python,ООО ИнфоТех,60000.0,,руб.
1937,Data Engineer,https://hh.ru/vacancy/42326397?query=Python, Dostavista Global,230000.0,,руб.
1938,Аналитик данных / Data Engineer,https://hh.ru/vacancy/43015639?query=Python,ООО Ресурс Групп,,,
1939,"Team Lead (Python, Django)",https://hh.ru/vacancy/43012773?query=Python, РусПерсонал,250000.0,350000.0,руб.
1940,Программист-разработчик Python,https://hh.ru/vacancy/43014438?query=Python, Мойте сами,,,
1941,"FullStack Developer (Python Django, React)",https://hh.ru/vacancy/42959540?query=Python, Supernice,270000.0,,руб.
1942,Junior Data Analyst,https://hh.ru/vacancy/42886507?query=Python, HASH CIB,,,
1943,Python разработчик,https://hh.ru/vacancy/41095804?query=Python, ВАВТ МИНЭКОНОМРАЗВИТИЯ РОССИИ,100000.0,160000.0,руб.
1944,Senior Python developer,https://hh.ru/vacancy/41263186?query=Python, Rutube,200000.0,,руб.
1945,Ведущий специалист по Machine learning,https://hh.ru/vacancy/42202946?query=Python, Адалиск,250000.0,,руб.
1946,Data Engineer (Python),https://hh.ru/vacancy/42432726?query=Python," Prisma Labs, inc.",,,
1947,Разработчик (Python),https://hh.ru/vacancy/40551245?query=Python, Институт прикладных экономических исследований РАНХиГС при Президенте Российской Федерации,100000.0,160000.0,руб.
1948,Python Программист разработчик,https://hh.ru/vacancy/42676588?query=Python,ООО РНД поинт,,,
1949,Teamlead Backend (Python),https://hh.ru/vacancy/40840868?query=Python,ООО Фабрика Решений,120000.0,300000.0,руб.
1950,Quantitative developer (HFT developer),https://hh.ru/vacancy/43005025?query=Python, Cindicator,,400000.0,руб.
1951,DevOps Engineer,https://hh.ru/vacancy/42301915?query=Python, ZAVOD Games,170000.0,250000.0,руб.
1952,Senior Backend-разработчик (Python),https://hh.ru/vacancy/41649102?query=Python, Hoodies,200000.0,320000.0,руб.
1953,Python разработчик,https://hh.ru/vacancy/42855358?query=Python, Digital Hub,90000.0,110000.0,руб.
1954,Python разработчик,https://hh.ru/vacancy/42766512?query=Python, Филиал компании Лист Ренталс Лимитед,1500.0,4000.0,USD
1955,Python-разработчик,https://hh.ru/vacancy/43002250?query=Python, IVIDEON,170000.0,230000.0,руб.
1956,"Python-разработчик (Django, DRF)",https://hh.ru/vacancy/39736489?query=Python,ООО Фабрика Решений,60000.0,150000.0,руб.
1957,Python / C++ разработчик,https://hh.ru/vacancy/42783010?query=Python, Wunder Fund,150000.0,200000.0,руб.
1958,Программист-математик/Алгоритмист (США),https://hh.ru/vacancy/42251823?query=Python,ООО Parascript,,7000.0,USD
1959,Python/Django разработчик,https://hh.ru/vacancy/42799332?query=Python, idaproject,70000.0,,руб.
1960,Аналитик данных со знанием Python,https://hh.ru/vacancy/43004074?query=Python,Разработчик решений по обработке данных,100000.0,150000.0,руб.
1961,Программист Python,https://hh.ru/vacancy/42844642?query=Python,ООО Артистраж,60000.0,200000.0,руб.
1962,Разработчик Python,https://hh.ru/vacancy/42564873?query=Python, GRAFFIT,,50000.0,руб.
1963,Python Backend Developer,https://hh.ru/vacancy/42965532?query=Python, Кан Александр Сергеевич,40000.0,50000.0,руб.
1964,Data Scientist (компьютерное зрение),https://hh.ru/vacancy/42813933?query=Python,ООО Дип Системс,70000.0,400000.0,руб.
1965,Python разработчик,https://hh.ru/vacancy/42844788?query=Python, Университет искусственного интеллекта,70000.0,80000.0,руб.
1966,Quantitative researcher,https://hh.ru/vacancy/42932744?query=Python, Wunder Fund,350000.0,,руб.
1967,Backend-разработчик Python,https://hh.ru/vacancy/42588879?query=Python,ООО Мирамедикс,170000.0,230000.0,руб.
1968,Python Backend разработчик,https://hh.ru/vacancy/42555938?query=Python,ООО Декаст Инжиниринг,150000.0,250000.0,руб.
1969,Data Engineer,https://hh.ru/vacancy/41469811?query=Python,ООО Айти-Солюшнс,250000.0,,руб.
1970,Middle разработчик Python / Django (удалённо),https://hh.ru/vacancy/42822407?query=Python,ООО Диджитал Пайн,60000.0,120000.0,руб.
1971,Аналитик / Data Analyst (Product Analyst),https://hh.ru/vacancy/42814545?query=Python,ООО Далитикс,100000.0,,руб.
1972,Python-разработчик,https://hh.ru/vacancy/42277259?query=Python, ivi,160000.0,200000.0,руб.
1973,Разработчик Python,https://hh.ru/vacancy/41784502?query=Python,ООО Доверенная среда,180000.0,,руб.
1974,Python QA Engineer Intern,https://hh.ru/vacancy/42674523?query=Python, ViCue Soft,,,
1975,Бекенд Python-разработчик (Django),https://hh.ru/vacancy/42802585?query=Python,ООО Диджитал Линк,,,
1976,Python developer,https://hh.ru/vacancy/30005963?query=Python, NetworkOptix,4000.0,,USD
1977,Python-разработчик (Senior),https://hh.ru/vacancy/42602096?query=Python, Russian Quantum Center,150000.0,250000.0,руб.
